winning_team,country
Canada,Scotland
Palestine,Qatar
Afghanistan,Qatar
Tajikistan,Bahrain
China PR,China PR
Australia,Iran
Jordan,Jordan
Senegal,England
Iran,Qatar
Saudi Arabia,Thailand
Wales,Republic of Ireland
Togo,Egypt
North Macedonia,Liechtenstein
Spain,Spain
Portugal,Portugal
Sweden,Sweden
Switzerland,Switzerland
Germany,Azerbaijan
England,England
Madagascar,Madagascar
Northern Ireland,Northern Ireland
Scotland,Scotland
Vietnam,Tajikistan
Singapore,Bahrain
Brazil,Brazil
India,Myanmar
Colombia,Ecuador
Egypt,Egypt
Iran,Iran
Iceland,Republic of Ireland
Japan,Japan
Jordan,Jordan
Kyrgyzstan,Kyrgyzstan
Lebanon,Lebanon
New Zealand,New Zealand
Oman,Oman
Sweden,Portugal
South Sudan,South Sudan
Uzbekistan,Uzbekistan
Yemen,Qatar
Senegal,Senegal
Egypt,Egypt
Burkina Faso,Benin
Benin,Ivory Coast
Switzerland,Switzerland
Northern Ireland,Northern Ireland
Syria,Oman
Portugal,Portugal
Zambia,Gabon
Republic of Ireland,Republic of Ireland
Egypt,Egypt
Uganda,Senegal
Palestine,Bahrain
Moldova,Israel
North Korea,Qatar
Uzbekistan,Uzbekistan
China PR,China PR
Liechtenstein,Finland
Syria,Japan
Colombia,Spain
Cyprus,Portugal
Libya,Egypt
Madagascar,Sudan
Sweden,Sweden
Northern Ireland,Azerbaijan
Cameroon,Cameroon
Guinea,Ivory Coast
Denmark,Kazakhstan
Eswatini,Niger
Poland,Poland
England,Scotland
Senegal,Senegal
Benin,Benin
Ukraine,Finland
Iceland,Iceland
Austria,Republic of Ireland
Albania,Israel
Iran,Iran
Maldives,Bhutan
Colombia,Spain
Japan,Iran
Yemen,Nepal
Qatar,Qatar
Philippines,Tajikistan
United Arab Emirates,Thailand
Bahrain,Turkmenistan
Menorca,Sweden
Jersey,Sweden
Gotland,Sweden
Greenland,Sweden
Åland Islands,Sweden
Shetland,Sweden
Isle of Man,Sweden
Ynys Môn,Sweden
Menorca,Sweden
Orkney,Sweden
Gotland,Sweden
Greenland,Sweden
Guernsey,Sweden
Saare County,Sweden
Isle of Man,Sweden
Ynys Môn,Sweden
Menorca,Sweden
Jersey,Sweden
Greenland,Sweden
Western Isles,Sweden
Saare County,Sweden
Åland Islands,Sweden
Isle of Man,Sweden
Hitra,Sweden
Alderney,Sweden
Saare County,Sweden
Western Isles,Sweden
Orkney,Sweden
Åland Islands,Sweden
Jersey,Sweden
Menorca,Sweden
Isle of Man,Sweden
Guernsey,Sweden
Isle of Man,Sweden
Thailand,Thailand
North Korea,Thailand
Belarus,Thailand
Ecuador,Ecuador
Qatar,England
Qatar,Qatar
Jordan,Bahrain
Myanmar,Myanmar
Oman,Oman
Brazil,Brazil
China PR,China PR
Japan,Japan
Portugal,Portugal
Switzerland,Switzerland
Iraq,Thailand
Montenegro,Kazakhstan
New Zealand,New Zealand
Finland,Finland
Ivory Coast,Gabon
North Macedonia,Israel
Burkina Faso,Senegal
Spain,Spain
Bosnia and Herzegovina,Portugal
Azerbaijan,Azerbaijan
Nigeria,Cameroon
England,England
Northern Ireland,Northern Ireland
Poland,Poland
Scotland,Scotland
Bahrain,Bahrain
Palestine,Bhutan
Peru,Ecuador
Egypt,Egypt
Iceland,Iceland
Syria,Iran
Iraq,Jordan
Serbia,Republic of Ireland
Gabon,Ivory Coast
Jordan,Jordan
Spain,Liechtenstein
Tajikistan,Nepal
Oman,Oman
China PR,Qatar
South Korea,Uzbekistan
Czech Republic,Azerbaijan
Thailand,Myanmar
England,England
Iran,Iran
Germany,Northern Ireland
Qatar,Qatar
Scotland,Scotland
Taiwan,Taiwan
Republic of Ireland,Republic of Ireland
Japan,Japan
Israel,Liechtenstein
Spain,Spain
Cameroon,Cameroon
Estonia,Portugal
Sweden,Sweden
Switzerland,Switzerland
Egypt,Egypt
Armenia,Kazakhstan
Poland,Poland
Thailand,Thailand
Turkey,Finland
Iceland,Iceland
Spain,Israel
Jordan,Tajikistan
Brazil,Brazil
Kyrgyzstan,Myanmar
Argentina,Ecuador
Haiti,Japan
Morocco,Switzerland
Lebanon,Lebanon
Portugal,Portugal
Curaçao,Qatar
Taiwan,Taiwan
Tajikistan,Tajikistan
Turkmenistan,Turkmenistan
Philippines,Qatar
Czech Republic,Qatar
Finland,Finland
Switzerland,Northern Ireland
Netherlands,Scotland
Serbia,China PR
Germany,England
North Korea,Thailand
Uruguay,Poland
Portugal,Portugal
Sweden,Sweden
Mali,Gabon
Morocco,Ivory Coast
Peru,New Zealand
Czech Republic,Qatar
Spain,Spain
Tanzania,Benin
Northern Ireland,Switzerland
Bulgaria,Portugal
North Korea,Thailand
Mexico,Poland
Oman,Bhutan
Colombia,China PR
Brazil,England
Botswana,Gabon
Denmark,Republic of Ireland
Philippines,Nepal
United States,Portugal
Iceland,Qatar
Senegal,Senegal
Yemen,Tajikistan
Turkmenistan,Turkmenistan
Philippines,Taiwan
Laos,Taiwan
Taiwan,Taiwan
Taiwan,Taiwan
Timor-Leste,Taiwan
Taiwan,Taiwan
Japan,Japan
China PR,Japan
Japan,Japan
South Korea,Japan
Liechtenstein,Qatar
North Korea,Japan
South Korea,Japan
Kuwait,Bahrain
Saudi Arabia,Kuwait
United Arab Emirates,Kuwait
Iraq,Kuwait
Qatar,Kuwait
Libya,Jordan
Oman,Kuwait
Saudi Arabia,Kuwait
Iraq,Kuwait
Bahrain,Kuwait
United Arab Emirates,Kuwait
Oman,Kuwait
Iraq,Kuwait
Bahrain,Kuwait
United Arab Emirates,Kuwait
Oman,Kuwait
United Arab Emirates,Kuwait
Ellan Vannin,England
Iran,Iran
Andorra,Spain
Jordan,Jordan
Palestine,Bahrain
Wales,China PR
Latvia,Spain
Slovakia,Thailand
Gabon,Thailand
Belarus,Azerbaijan
Argentina,England
Nigeria,Poland
Portugal,Switzerland
Costa Rica,Scotland
Saudi Arabia,Spain
Uruguay,China PR
Canada,Spain
Romania,Israel
Northern Ireland,Northern Ireland
Chile,Sweden
Faroe Islands,Spain
Gibraltar,Gibraltar
Cameroon,Kuwait
Slovakia,Thailand
Yorkshire,England
Czech Republic,China PR
Netherlands,Switzerland
Uruguay,China PR
Afghanistan,Tajikistan
Colombia,England
Bahrain,Bahrain
Myanmar,Myanmar
Italy,England
Greece,Switzerland
Vietnam,Jordan
Kyrgyzstan,Kyrgyzstan
Lebanon,Lebanon
Oman,Oman
Poland,Poland
Serbia,England
Spain,Spain
Switzerland,Switzerland
Taiwan,Taiwan
Yemen,Qatar
Barawa,England
Yorkshire,England
Ellan Vannin,England
Surrey,England
Saudi Arabia,Spain
Kuwait,Kuwait
Saudi Arabia,Spain
Iran,Iran
Jordan,Jordan
Egypt,Kuwait
China PR,China PR
Central African Republic,Niger
Tunisia,Portugal
Italy,Switzerland
Kosovo,Switzerland
Azerbaijan,Azerbaijan
Ghana,Japan
Central African Republic,Niger
Morocco,Switzerland
Ellan Vannin,England
Barawa,England
Abkhazia,England
Kárpátalja,England
Székely Land,England
Padania,England
Western Armenia,England
Panjab,England
Tunisia,Switzerland
China PR,Thailand
England,England
Denmark,Sweden
Republic of Ireland,Republic of Ireland
Niger,Niger
Norway,Iceland
Ellan Vannin,England
Cascadia,England
Kárpátalja,England
Northern Cyprus,England
Székely Land,England
Padania,England
Kabylia,England
Western Armenia,England
Peru,Switzerland
Switzerland,Spain
Brazil,England
Cape Verde,Portugal
Cascadia,England
Barawa,England
Northern Cyprus,England
Kárpátalja,England
Padania,England
Matabeleland,England
United Koreans in Japan,England
Western Armenia,England
Morocco,Switzerland
Kazakhstan,Kazakhstan
Kabylia,England
Abkhazia,England
United Koreans in Japan,England
Northern Cyprus,England
Padania,England
Kárpátalja,England
Székely Land,England
England,England
Portugal,Portugal
Ghana,Iceland
Tamil Eelam,England
Kabylia,England
Abkhazia,England
Panjab,England
Cascadia,England
Northern Cyprus,England
Kárpátalja,England
Switzerland,Switzerland
Chile,Poland
Peru,Sweden
Finland,Finland
Matabeleland,England
United Koreans in Japan,England
Abkhazia,England
Western Armenia,England
Cascadia,England
Székely Land,England
Kárpátalja,England
Poland,Poland
Anguilla,Sint Maarten
Sri Lanka,Bangladesh
Pakistan,Bangladesh
Bangladesh,Bangladesh
India,Bangladesh
Georgia,Kazakhstan
North Macedonia,Gibraltar
Philippines,Bahrain
Lebanon,Jordan
Palestine,Kyrgyzstan
Croatia,Portugal
Syria,Uzbekistan
Nepal,Bangladesh
Bangladesh,Bangladesh
Kosovo,Azerbaijan
Taiwan,Taiwan
Qatar,Qatar
Belgium,Scotland
Sri Lanka,Bangladesh
Switzerland,Switzerland
Spain,England
Bosnia and Herzegovina,Northern Ireland
Finland,Finland
Burundi,Gabon
Egypt,Egypt
Pakistan,Bangladesh
Nepal,Bangladesh
El Salvador,Montserrat
Liechtenstein,Liechtenstein
Oman,Jordan
India,Bangladesh
Senegal,Madagascar
Mali,South Sudan
Portugal,Portugal
Turkey,Sweden
Scotland,Scotland
China PR,Bahrain
Iraq,Kuwait
Kyrgyzstan,Kyrgyzstan
Belgium,Iceland
Spain,Spain
Finland,Finland
England,England
Zambia,Gabon
Japan,Japan
Oman,Jordan
Northern Ireland,Northern Ireland
Republic of Ireland,Poland
Qatar,Qatar
Iran,Uzbekistan
India,Bangladesh
Maldives,Bangladesh
Maldives,Bangladesh
Portugal,Poland
Israel,Israel
Syria,Bahrain
United Arab Emirates,Spain
Kuwait,Kuwait
Japan,Japan
Qatar,Qatar
Cameroon,Cameroon
Gabon,Gabon
Ivory Coast,Ivory Coast
Egypt,Egypt
Basque Country,Spain
Denmark,Republic of Ireland
India,China PR
Bolivia,Myanmar
Philippines,Qatar
Uzbekistan,Uzbekistan
El Salvador,El Salvador
Senegal,Senegal
Italy,Poland
Israel,Israel
Malta,Azerbaijan
Portugal,Scotland
Thailand,Thailand
Montserrat,Montserrat
Switzerland,Iceland
England,Spain
Finland,Finland
Australia,Kuwait
Wales,Republic of Ireland
Kazakhstan,Kazakhstan
Gibraltar,Gibraltar
Bahrain,Bahrain
China PR,China PR
Iran,Iran
Japan,Japan
Ecuador,Qatar
Slovakia,Sweden
Venezuela,Spain
Uzbekistan,Uzbekistan
Madagascar,Madagascar
Benin,Benin
Senegal,Sudan
Gabon,South Sudan
Tunisia,Niger
Thailand,Thailand
North Korea,Taiwan
Hong Kong,Taiwan
Myanmar,Myanmar
Taiwan,Taiwan
North Korea,Taiwan
Qatar,Switzerland
Latvia,Kazakhstan
England,England
Iran,Iran
Israel,Israel
Czech Republic,Poland
Northern Ireland,Republic of Ireland
Armenia,Gibraltar
North Macedonia,Liechtenstein
Brazil,England
Venezuela,Japan
Syria,Oman
Burundi,South Sudan
Egypt,Egypt
North Korea,Taiwan
Hong Kong,Taiwan
Azerbaijan,Azerbaijan
Jordan,Jordan
Thailand,Thailand
Mali,Gabon
Switzerland,Switzerland
England,England
Austria,Northern Ireland
Spain,Spain
Yorkshire,England
Sudan,Madagascar
Armenia,Liechtenstein
Oman,Oman
Poland,Portugal
Sweden,Sweden
Scotland,Scotland
Brazil,England
Palestine,China PR
El Salvador,El Salvador
Venezuela,Qatar
Japan,Japan
Saudi Arabia,Jordan
Syria,Kuwait
Vietnam,Myanmar
Thailand,Thailand
Malaysia,Thailand
Oman,Oman
Oman,Oman
Palestine,Qatar
Bahrain,Bahrain
Kyrgyzstan,Qatar
Qatar,Qatar
Iraq,Qatar
Iran,Qatar
Qatar,Qatar
Bahrain,Bahrain
Algeria,Qatar
Jordan,Qatar
Iraq,Qatar
Bahrain,Bahrain
Kyrgyzstan,Qatar
Vietnam,Qatar
Iran,Qatar
Finland,Qatar
Estonia,Qatar
Sweden,Qatar
Iceland,Qatar
Saint Barthélemy,Sint Maarten
Taiwan,Myanmar
Nepal,Kuwait
Northern Ireland,Northern Ireland
Slovenia,Israel
Kazakhstan,Kazakhstan
Venezuela,Spain
Colombia,Japan
England,England
Ukraine,Portugal
Equatorial Guinea,Sudan
Panama,Portugal
Republic of Ireland,Gibraltar
Sweden,Sweden
Spain,Spain
Greece,Liechtenstein
Senegal,Senegal
Cameroon,Cameroon
Egypt,Niger
Ivory Coast,Ivory Coast
Solomon Islands,Taiwan
Northern Ireland,Northern Ireland
Israel,Israel
Poland,Poland
Russia,Kazakhstan
Benin,Benin
El Salvador,El Salvador
Catalonia,Spain
Lithuania,Azerbaijan
Kuwait,Kuwait
Indonesia,Myanmar
Serbia,Portugal
Estonia,Gibraltar
Ivory Coast,Ivory Coast
Japan,Japan
Senegal,Senegal
Republic of Ireland,Republic of Ireland
Denmark,Switzerland
Yorkshire,England
Kernow,England
Yorkshire,England
Abkhazia,Azerbaijan
Artsakh,Azerbaijan
Padania,Azerbaijan
South Ossetia,Azerbaijan
Parishes of Jersey,England
Chameria,Azerbaijan
Abkhazia,Azerbaijan
Western Armenia,Azerbaijan
South Ossetia,Azerbaijan
Abkhazia,Azerbaijan
Chameria,Azerbaijan
Székely Land,Azerbaijan
Western Armenia,Azerbaijan
Brazil,Brazil
Trinidad and Tobago,Japan
Portugal,Portugal
Nepal,Taiwan
Iran,Iran
Afghanistan,Tajikistan
Netherlands,Portugal
Western Armenia,Azerbaijan
Chameria,Azerbaijan
Padania,Azerbaijan
Artsakh,Azerbaijan
Bhutan,Bhutan
Sweden,Sweden
China PR,China PR
Ivory Coast,Ivory Coast
Uzbekistan,Uzbekistan
Hungary,Azerbaijan
Iceland,Iceland
Scotland,Scotland
Finland,Finland
Chameria,Azerbaijan
Sápmi,Azerbaijan
Artsakh,Azerbaijan
Brazil,Brazil
Cameroon,Cameroon
Burkina Faso,Spain
Japan,Japan
England,Portugal
Portugal,Portugal
South Ossetia,Azerbaijan
Republic of Ireland,Republic of Ireland
Spain,Spain
Poland,Poland
Slovakia,Azerbaijan
Iceland,Iceland
Kazakhstan,Kazakhstan
Finland,Liechtenstein
Burundi,Qatar
China PR,China PR
Jordan,Jordan
Palestine,Kyrgyzstan
Uzbekistan,Uzbekistan
Laos,Bangladesh
Cambodia,Qatar
Egypt,Egypt
Mali,Qatar
Brazil,Brazil
Peru,Brazil
Colombia,Brazil
DR Congo,Spain
Zimbabwe,Egypt
Qatar,Brazil
Uruguay,Brazil
Algeria,Qatar
Egypt,Egypt
Senegal,Egypt
Chile,Brazil
Peru,Brazil
Venezuela,Brazil
Colombia,Brazil
Paraguay,Brazil
Japan,Brazil
Egypt,Egypt
Chile,Brazil
Uganda,Egypt
Nigeria,Egypt
Madagascar,Egypt
Venezuela,Brazil
Brazil,Brazil
Senegal,Egypt
Algeria,Egypt
Morocco,Egypt
Colombia,Brazil
Argentina,Brazil
Ivory Coast,Egypt
Angola,Egypt
Mali,Egypt
Uruguay,Brazil
Japan,Brazil
Cameroon,Egypt
Benin,Egypt
Franconia,Switzerland
Zimbabwe,Egypt
Egypt,Egypt
Nigeria,Egypt
Madagascar,Egypt
Algeria,Egypt
Kenya,Egypt
Paraguay,Brazil
Morocco,Egypt
South Africa,Egypt
Mali,Egypt
Chile,Brazil
Argentina,Brazil
Angola,Egypt
Ghana,Egypt
Guinea-Bissau,Egypt
Peru,Brazil
Egypt,Egypt
DR Congo,Egypt
Guinea,Egypt
Madagascar,Egypt
Senegal,Egypt
Algeria,Egypt
Ivory Coast,Egypt
Morocco,Egypt
Mali,Egypt
Tunisia,Egypt
Cameroon,Egypt
Ghana,Egypt
Brazil,Brazil
Peru,Brazil
Benin,Egypt
Senegal,Egypt
South Africa,Egypt
Nigeria,Egypt
Argentina,Brazil
Algeria,Egypt
DR Congo,Egypt
Brazil,Brazil
Tunisia,Egypt
Ivory Coast,Egypt
Nigeria,Egypt
Senegal,Egypt
Algeria,Egypt
Tunisia,Egypt
Algeria,Egypt
Senegal,Egypt
Nigeria,Egypt
Algeria,Egypt
Taiwan,Taiwan
United Arab Emirates,Bahrain
China PR,Egypt
United Arab Emirates,Bahrain
Equatorial Guinea,Sudan
Northern Ireland,Northern Ireland
Switzerland,Republic of Ireland
Denmark,Gibraltar
North Macedonia,Israel
Finland,Finland
Japan,Japan
Jordan,Taiwan
Kuwait,Kuwait
Iraq,Bahrain
Qatar,Qatar
Tajikistan,Tajikistan
Vietnam,Thailand
Sudan,Chad
Benin,Egypt
Russia,Scotland
Libya,Egypt
England,England
Iceland,Iceland
Montserrat,Montserrat
El Salvador,El Salvador
Switzerland,Switzerland
Spain,Egypt
Norway,Sweden
Italy,Finland
Uzbekistan,Jordan
Germany,Northern Ireland
Croatia,Azerbaijan
Austria,Poland
Belgium,Scotland
Ecuador,Ecuador
Paraguay,Jordan
Oman,Oman
Republic of Ireland,Republic of Ireland
England,England
Saint Lucia,Montserrat
Australia,Kuwait
Nepal,Taiwan
Saudi Arabia,Bahrain
Afghanistan,Tajikistan
India,Qatar
Japan,Myanmar
South Korea,Turkmenistan
Chad,Sudan
Bangladesh,Bangladesh
Bangladesh,Bangladesh
Singapore,Jordan
South Sudan,Sudan
Azerbaijan,Bahrain
Cyprus,Kazakhstan
Zambia,Niger
Congo,Thailand
China PR,China PR
Kuwait,Jordan
Iran,Iran
Uzbekistan,Uzbekistan
Qatar,Bangladesh
Oman,Oman
Japan,Japan
Kyrgyzstan,Kyrgyzstan
Lebanon,Lebanon
Portugal,Portugal
France,Iceland
Armenia,Liechtenstein
Chile,Spain
Ivory Coast,Ivory Coast
El Salvador,Montserrat
Poland,Poland
Scotland,Scotland
Belgium,Kazakhstan
Chad,Chad
Zambia,Benin
Argentina,Spain
Central African Republic,Niger
Iceland,Iceland
Egypt,Egypt
Georgia,Gibraltar
Switzerland,Switzerland
Spain,Sweden
Israel,Israel
Finland,Finland
Italy,Liechtenstein
Chile,Spain
Turkmenistan,Kuwait
Jordan,Jordan
Australia,Taiwan
Bahrain,Bahrain
Qatar,Qatar
Japan,Tajikistan
Thailand,Thailand
Egypt,Egypt
Uzbekistan,Uzbekistan
Sudan,Sudan
Cape Verde,Cameroon
Senegal,Senegal
Kenya,Egypt
England,England
Portugal,Portugal
Ecuador,Ecuador
Qatar,Qatar
Republic of Ireland,Republic of Ireland
Australia,Jordan
Kuwait,Kuwait
Iraq,Jordan
Saudi Arabia,Uzbekistan
Yemen,Bahrain
India,Tajikistan
Oman,Oman
Myanmar,Myanmar
Japan,Kyrgyzstan
South Korea,Lebanon
Turkmenistan,Turkmenistan
Switzerland,Switzerland
Spain,Spain
Finland,Finland
Ivory Coast,Ivory Coast
Madagascar,Madagascar
Netherlands,Northern Ireland
Wales,Azerbaijan
Poland,Israel
El Salvador,El Salvador
Mali,Chad
Burkina Faso,Sudan
Gabon,Gabon
Benin,Benin
Madagascar,Niger
Denmark,Republic of Ireland
Switzerland,Gibraltar
Spain,Spain
Sweden,Sweden
Bosnia and Herzegovina,Liechtenstein
Uruguay,Israel
Venezuela,Japan
Poland,Poland
Scotland,Scotland
El Salvador,El Salvador
Kuwait,Bhutan
Jordan,Jordan
Bahrain,Jordan
Uzbekistan,Uzbekistan
Singapore,Bahrain
Qatar,Tajikistan
Oman,Oman
Myanmar,Myanmar
Tajikistan,Kyrgyzstan
Turkmenistan,Turkmenistan
North Korea,Lebanon
Iraq,Qatar
United Arab Emirates,Qatar
Bahrain,Qatar
Kuwait,Qatar
Iraq,Qatar
Qatar,Qatar
Oman,Qatar
Saudi Arabia,Qatar
Qatar,Qatar
Iraq,Qatar
Bahrain,Qatar
Saudi Arabia,Qatar
Bahrain,Qatar
Saudi Arabia,Qatar
Bahrain,Qatar
Panjab,England
Sweden,Qatar
Sweden,Qatar
Wales,Finland
Israel,Scotland
England,Iceland
Portugal,Portugal
France,Sweden
Luxembourg,Azerbaijan
Gibraltar,Gibraltar
Spain,Spain
Germany,Switzerland
Finland,Republic of Ireland
Norway,Northern Ireland
Slovakia,Israel
Belarus,Kazakhstan
Portugal,Sweden
Poland,Poland
Spain,Portugal
Croatia,Switzerland
England,England
Iran,Uzbekistan
Iceland,Iceland
Israel,Scotland
Gambia,Portugal
Brazil,Brazil
Spain,Spain
Gibraltar,Liechtenstein
Guinea,Portugal
Niger,Niger
Italy,Poland
England,England
Denmark,Iceland
Austria,Northern Ireland
Scotland,Scotland
Czech Republic,Israel
Wales,Republic of Ireland
Finland,Finland
Georgia,Poland
Albania,Kazakhstan
Benin,Portugal
South Sudan,Cameroon
San Marino,Liechtenstein
Angola,Portugal
Niger,Niger
Ecuador,Ecuador
Poland,Poland
Belgium,Iceland
Denmark,England
Portugal,Portugal
Scotland,Scotland
Finland,Finland
Poland,Poland
Portugal,Portugal
Senegal,Senegal
Slovakia,Northern Ireland
England,England
Gabon,Gabon
Cameroon,Cameroon
Ivory Coast,Ivory Coast
Bangladesh,Bangladesh
Brazil,Brazil
Niger,Niger
France,Portugal
Sweden,Sweden
Spain,Switzerland
Egypt,Egypt
Benin,Benin
Guinea,Chad
Basque Country,Spain
Spain,Spain
Switzerland,Switzerland
Liechtenstein,Gibraltar
Nepal,Bangladesh
Ecuador,Ecuador
Sudan,Sudan
Morocco,Cameroon
Ivory Coast,Madagascar
Netherlands,Poland
England,England
Romania,Northern Ireland
Israel,Israel
Bulgaria,Republic of Ireland
Lithuania,Kazakhstan
Qatar,Qatar
Palestine,Kuwait
Bosnia and Herzegovina,Finland
Czech Republic,Poland
Norway,Gibraltar
Namibia,Chad
Malawi,Sudan
Bahrain,Bahrain
Japan,Japan
El Salvador,El Salvador
Greece,Spain
Sweden,Sweden
Denmark,Israel
Austria,Scotland
England,England
Armenia,Liechtenstein
Gabon,Gabon
Tajikistan,Tajikistan
Bangladesh,Nepal
Luxembourg,Republic of Ireland
Turkey,Spain
Nigeria,Benin
United States,Northern Ireland
Switzerland,Switzerland
France,Kazakhstan
Scotland,Israel
Poland,Poland
Sudan,Sudan
Ecuador,Ecuador
Nepal,Nepal
Iraq,Uzbekistan
Egypt,Egypt
Jordan,Bahrain
Iran,Iran
Serbia,Azerbaijan
Netherlands,Gibraltar
Japan,Japan
Rwanda,Cameroon
Eswatini,Senegal
Ivory Coast,Ivory Coast
Niger,Madagascar
Sweden,Sweden
Switzerland,Switzerland
Spain,Spain
Bulgaria,Northern Ireland
Scotland,Scotland
England,England
Iceland,Liechtenstein
Bahrain,Bahrain
Japan,Japan
Sweden,Sweden
Switzerland,Switzerland
China PR,China PR
Russia,Poland
England,England
Scotland,Portugal
Norway,Spain
Switzerland,Switzerland
Nepal,Kuwait
Iran,Iran
Bahrain,Bahrain
Afghanistan,Qatar
Australia,Kuwait
Qatar,Qatar
Estonia,Finland
Portugal,Spain
Brazil,Brazil
Ivory Coast,Ivory Coast
Senegal,Senegal
Sweden,Sweden
England,England
Greece,Spain
Jamaica,Japan
Jordan,Kuwait
Australia,Kuwait
Iraq,Iran
India,Qatar
Mongolia,Japan
Japan,Japan
Iran,Bahrain
Qatar,Qatar
Zambia,Benin
Iceland,Poland
Senegal,Senegal
Spain,Spain
El Salvador,El Salvador
Peru,Ecuador
Portugal,Portugal
Australia,Kuwait
Jordan,Kuwait
Iran,Bahrain
Iraq,Iran
Oman,Qatar
Kyrgyzstan,Japan
Japan,Japan
Zambia,Sudan
England,England
Brazil,Brazil
Colombia,Brazil
Czech Republic,Scotland
Sweden,Spain
Chile,Brazil
Paraguay,Brazil
Maldives,China PR
China PR,China PR
Australia,Kuwait
Bahrain,Bahrain
Iran,Iran
Oman,Qatar
Afghanistan,Qatar
Tajikistan,Japan
Japan,Japan
El Salvador,El Salvador
Kuwait,Kuwait
Wales,Azerbaijan
Venezuela,Brazil
Brazil,Brazil
Czech Republic,Scotland
Scotland,England
Chile,Brazil
Argentina,Brazil
Poland,Spain
Sudan,Qatar
Switzerland,Azerbaijan
Ecuador,Brazil
Peru,Brazil
Oman,Qatar
Chile,Brazil
Argentina,Brazil
Croatia,Scotland
England,England
Mauritania,Qatar
Spain,Spain
Peru,Brazil
Brazil,Brazil
Lebanon,Qatar
Uruguay,Brazil
Paraguay,Brazil
Palestine,Qatar
Bahrain,Qatar
Italy,England
Belgium,Spain
Ecuador,Brazil
Peru,Brazil
Argentina,Brazil
Uruguay,Brazil
England,England
Ukraine,Scotland
Paraguay,Brazil
Brazil,Brazil
Denmark,Azerbaijan
Colombia,Brazil
Argentina,Brazil
Brazil,Brazil
Colombia,Brazil
Spain,England
England,England
Colombia,Brazil
Argentina,Brazil
Italy,England
Bahrain,Bahrain
Wales,Finland
Switzerland,Switzerland
Cape Verde,Cameroon
Egypt,Egypt
Senegal,Senegal
Portugal,Portugal
Ukraine,Kazakhstan
Kyrgyzstan,Kyrgyzstan
India,Nepal
Benin,Madagascar
Iran,Iran
Oman,Japan
Australia,Qatar
Sweden,Sweden
Poland,Poland
Romania,Iceland
Germany,Switzerland
Ecuador,Ecuador
United States,El Salvador
Cameroon,Cameroon
Haiti,Bahrain
Azerbaijan,Republic of Ireland
Finland,Finland
Scotland,Scotland
Israel,Israel
Turkey,Gibraltar
Palestine,Kyrgyzstan
India,Nepal
Sweden,Sweden
Egypt,Gabon
Spain,Spain
Italy,Switzerland
England,England
North Macedonia,Iceland
Chile,Ecuador
Honduras,El Salvador
Liberia,Cameroon
Ivory Coast,Ivory Coast
DR Congo,Benin
Kyrgyzstan,Kyrgyzstan
Jordan,Bahrain
Guinea-Bissau,Sudan
United Arab Emirates,Jordan
Iran,Qatar
Japan,Qatar
Saudi Arabia,Oman
Serbia,Republic of Ireland
Portugal,Azerbaijan
Switzerland,Northern Ireland
England,Poland
Germany,Iceland
Brazil,Brazil
Egypt,Egypt
Bahrain,Bahrain
Jordan,Jordan
Lebanon,Qatar
Australia,Qatar
El Salvador,El Salvador
Ecuador,Ecuador
Indonesia,Thailand
Montenegro,Gibraltar
Armenia,Iceland
North Macedonia,Liechtenstein
Cameroon,Cameroon
Egypt,Egypt
Republic of Ireland,Azerbaijan
Sweden,Sweden
Switzerland,Switzerland
Ukraine,Finland
Bosnia and Herzegovina,Kazakhstan
Scotland,Scotland
Poland,Poland
Senegal,Senegal
New Zealand,Bahrain
Portugal,Portugal
Uzbekistan,Jordan
Cambodia,Bahrain
Nigeria,Cameroon
Tanzania,Benin
Madagascar,Madagascar
Iceland,Iceland
Ivory Coast,Benin
Gabon,Gabon
Indonesia,Thailand
South Korea,Iran
Lebanon,Jordan
Japan,Japan
Oman,Oman
Portugal,Portugal
Sweden,Sweden
Finland,Kazakhstan
Israel,Israel
Hungary,England
Algeria,Niger
New Zealand,Bahrain
Jordan,Jordan
Republic of Ireland,Republic of Ireland
Cambodia,Bahrain
Mexico,El Salvador
Brazil,Brazil
Benin,Benin
Iran,Lebanon
Syria,Qatar
Portugal,Republic of Ireland
Luxembourg,Azerbaijan
Ecuador,Ecuador
Brazil,Brazil
Algeria,Egypt
Gabon,Gabon
Jamaica,El Salvador
Northern Ireland,Northern Ireland
England,England
Ivory Coast,Benin
Qatar,Azerbaijan
Senegal,Senegal
Tanzania,Madagascar
Serbia,Portugal
Spain,Spain
Romania,Liechtenstein
Niger,Niger
Italy,Northern Ireland
Switzerland,Switzerland
Scotland,Scotland
Israel,Israel
Hungary,Poland
Bahrain,Bahrain
Kazakhstan,Kazakhstan
Mozambique,Benin
Cameroon,Cameroon
Egypt,Egypt
United Arab Emirates,Lebanon
South Korea,Qatar
Iran,Jordan
Japan,Oman
France,Finland
Latvia,Gibraltar
Oman,Qatar
Qatar,Qatar
Tunisia,Qatar
United Arab Emirates,Qatar
Morocco,Qatar
Jordan,Qatar
Algeria,Qatar
Egypt,Qatar
Iraq,Qatar
Qatar,Qatar
United Arab Emirates,Qatar
Syria,Qatar
Morocco,Qatar
Saudi Arabia,Qatar
Algeria,Qatar
Egypt,Qatar
Oman,Qatar
Qatar,Qatar
Mauritania,Qatar
Tunisia,Qatar
Jordan,Qatar
Morocco,Qatar
